Id,医生职称,医生科室,医生所在城市,医生有无简介,医生在线活动量,医生个人网站总访问量,总文章数,总患者数,患者投票数,感谢信数,心意礼物数,医生欢迎词,Mark(不要使用该列)
218,副主任医师,儿科,湖州,1,0,"7,221",0,0,1,0,0,,6528
219,副主任医师 副教授,神经内科,天津,1,40,"5,696",0,6,1,0,0,,6545
220,主治医师,内分泌科,北京,0,0,554,0,2,1,1,0,,6574
221,副主任医师 副教授,肾内科,广州,1,250,"86,808",1,35,7,1,0,,6626
222,主治医师 讲师,泌尿外科,莱芜,0,715,"30,169",5,71,0,0,1,您好                        泌尿，男科诊疗,6679
223,主治医师,急诊科,武汉,0,215,"14,167",1,3,0,0,1,,6688
224,主治医师,普通外科,北京,0,0,"15,763",0,2,3,1,0,,6743
225,主任医师,骨科,吉林,1,200,"6,945",0,0,0,0,0,,6751
226,副主任医师 副教授,血液内科,南京,1,0,"9,377",0,0,4,0,1,,6840
227,主任医师,脾胃病科,上海,1,6390,"303,408",0,281,28,6,20,,6891
228,主治医师,普外科,大连,1,20,"1,886",0,4,0,0,0,欢迎大家光临，祝你的宝宝早日康复                        全国专门的儿外科医生太少了，希望能帮到大家,6907
229,主治医师 讲师,眼科,承德,1,520,"6,135",1,68,1,0,0,欢迎来访                        眼科三代传承 同仁六年磨砺 倾心为您服务,6931
230,主任医师,神经内科,郑州,1,0,"1,735",0,1,1,0,0,,7029
231,主任医师,普通外科,荆门,1,200,"7,907",0,0,0,0,0,,7045
232,主任医师,骨科,邯郸,1,0,"7,916",0,0,0,0,0,,7066
233,副主任医师,小儿心外科,上海,1,0,"30,693",0,12,16,1,0,,7123
234,主治医师,肾脏科,成都,1,0,804,0,0,8,0,0,,7189
235,副主任医师,瘰疬科,南京,1,1405,"63,427",0,181,0,2,0,欢迎词                        您的健康是我最大的心愿,7221
236,副主任医师 副教授,儿科,东营,0,0,"14,225",0,0,3,1,0,,7252
237,副主任医师,儿科,忻州,0,0,"14,414",0,2,0,0,0,,7272
238,主任医师 教授,妇产科,长沙,1,0,581,12,0,1,1,0,,7305
239,主任医师 教授,生殖遗传科,昆明,0,4339,"315,820",0,368,11,7,26,欢迎词                        一切为人民服务,7308
240,副主任医师,口腔科,沧州,1,0,"6,707",0,0,5,2,0,,7406
241,主任医师 教授,产科,北京,1,200,"129,052",0,362,50,14,0,关爱健康！                        各位患者朋友，感谢大家对我的信任，但因工作繁忙，精力有限，可能无法及时答复大家，见谅。如有关于围产医学方面的的疑问，尤其是外地的患者，希望能直接与我沟通，或病情紧急，您可以电话咨询，我会尽我所能为您提供建议。,7413
242,主治医师,骨科,石家庄,1,285,"14,664",1,13,1,0,1,,7445
243,主任医师,妇瘤科,武汉,1,0,"35,562",0,8,1,0,0,您健康我快乐                        健康就是幸福 健康更是一种责任！,7456
244,主治医师 助教,介入科,徐州,1,2981,"194,644",10,220,1,0,3,徐医附院介入科欢迎您！并为你提供最好的技术和服务！...                        把患者当做自己的朋友，去和他们沟通，聊天---  介入简介   熟识现代医学发展的人，一定也熟识这句话：“看病走新路，医学有介入”。自1964年美国医师Dotter在世界上完成首例PTCA手术至今，介入医学已经经历了40多年的迅猛发展。...　　介入治疗是应用现代高科技手段进行的一种微创性治疗，也就是在医学影像设备的引导下，将特制的导管、导丝等精密器械引入人体，对体内病灶进行诊断和局部治疗。“通过导丝，,7473
245,住院医师,肿瘤科,衡阳,1,100,"21,626",3,11,0,0,0,不为良相，只为良医。。                        欢迎各位患者及家属就恶性肿瘤的中西医结合治疗或者疑难杂症的中医药治疗进行咨询，为保护患者隐私，所有咨询将不公开，请您放心咨询，我将尽我所能，为您提供最佳的治疗建议。。,7582
246,副主任医师 讲师,消化内科,大连,1,200,"6,103",0,0,0,0,1,,7687
247,主治医师,腹腔镜外科,郑州,1,5,"4,272",2,1,5,0,0,欢迎词                        大医精诚、悬壶救世，以我所学，解大众之病苦！,7703
248,副主任医师,针灸科,三明,1,35,"6,299",1,5,1,0,0,信任是沟通你我的桥梁，感谢您对我的信任！！！                        我将尽我所能，为您解除烦恼和病痛出一份力。,7718
249,副主任医师 副教授,呼吸专科,济南,1,0,"8,402",0,0,0,0,0,欢迎词                        能为您解除病痛是我最大的心愿和不懈学习的动力。感谢你的信任和支持。,7759
250,主任医师 教授,心内科,南昌,1,3030,"85,582",0,130,2,0,15,,7762
251,副主任医师,超声诊断科,杭州,1,0,"12,907",0,1,1,0,1,,7795
252,主治医师,耳鼻喉,佛山,1,200,"9,229",0,3,0,0,0,,7822
253,副主任医师,干疗科,昆明,1,0,"11,678",0,0,0,0,0,,7829
254,主任医师,中医科,北京,1,15,"1,610",0,3,2,0,0,急您所急，需您所需                        一切为了您的健康,7843
255,主治医师 助教,感染性疾病科,北京,0,200,"7,075",0,0,1,0,0,,7883
256,副主任医师 副教授,普外科,绥化,0,0,"13,747",0,1,4,0,0,,7894
257,主治医师,眼科,德州,1,0,"15,484",0,0,2,0,0,,7922
258,主任医师,肛肠外科,北京,1,2740,"170,810",5,378,26,3,1,,7923
259,主任医师 教授,影像诊断科,北京,1,0,"12,621",0,1,7,1,1,,8013
260,副主任医师 副教授,妇产科,长春,1,1530,"65,262",2,206,11,4,5,"踏踏实实做一个大夫                        因为自己也曾经是坐在大夫对面那个椅子上的人，深深的体会过......所以选择了医生作为自己的职业，踏踏实实做一个大夫,给患者治病，让患者康复。",8039
261,住院医师 讲师,中医科,衡阳,1,230,"24,738",4,0,0,0,1,知无不言 言无不尽                        上以疗君亲之疾下以救贫贱之厄中以保身长全以养其生,8065
262,主治医师 讲师,康复科,南京,0,215,"16,214",1,1,0,0,0,,8081
263,住院医师,肾内科,赤峰,0,0,640,0,0,0,0,0,,8147
264,主治医师 讲师,肿瘤科,菏泽,1,0,387,1,0,0,0,0,,8158
265,副主任医师,脊柱脊髓外科,北京,1,337,"65,273",0,45,2,0,2,,8170
266,副主任医师,脾胃病科,上海,1,6370,"353,839",0,435,6,0,13,,8176
267,住院医师,肿瘤科,北京,0,0,"19,624",0,0,0,0,0,,8203
268,主治医师 讲师,眼科,无锡,1,260,"21,804",0,4,2,0,1,,8268
269,主任医师 教授,急诊科,广州,1,0,"3,640",0,1,1,1,1,,8287
270,副主任医师,营养膳食科,德州,1,0,"4,571",13,0,0,0,0,平衡膳食，合理营养，促进健康！                        临床营养作为临床诸多疾病综合治疗的重要组成部分，临床营养治疗与干预已为众多高强度的研究证据所证实。临床上大多数疾病的预后都与营养密切相关，而对患者进行临床营养干预是对疾病实施诊疗过程中得以安全和有效实施的根本保证。     真诚希望广大病...友及家属在疾病治疗与康复过程中，更加重视到营养门诊去咨询，因为合理营养是很多疾病的治疗基础。真诚欢迎各位朋友前来咨询！,8332
271,主治医师,普内科,新乡,0,15,501,2,3,0,0,0,祝您健康                        愿我的付出，给您多一点健康。,8354
272,主治医师,妇产科,荆州,1,0,"16,791",0,1,1,0,1,,8368
273,主治医师,重症医学科,枣庄,0,240,"18,225",1,3,0,0,0,欢迎词                        精医术 创和谐 求卓越,8388
274,主治医师,眼科,郑州,1,0,635,0,0,1,0,0,,8389
275,副主任医师 副教授,小儿外科,广州,1,0,"54,751",0,27,12,1,0,,8416
276,主治医师,神经外科,南京,1,0,"15,895",0,2,7,1,1,,8470
277,主治医师,中医科,北京,1,0,"8,596",0,0,1,0,0,,8514
278,副主任医师,偏瘫康复科,成都,1,35,"5,001",33,7,0,0,0,康复治疗 提高生活质量                        脑血管病从急性期治疗到恢复期康复的一条龙服务，使患者从早期就得到规范的康复治疗，能使各项功能障碍获得更好的恢复。  “早期、主动、全面”的康复治疗，为生命助力！,8525
279,副主任医师,妇瘤外科,南京,1,0,584,0,0,4,1,0,,8528
280,副主任医师 副教授,新生儿科,长春,1,0,"9,412",0,0,3,0,1,,8538
281,主治医师,烧伤与皮肤外科,西安,1,490,"25,566",0,39,8,1,0,,8538
282,住院医师,眼科,保定,1,2160,"114,196",1,150,1,0,2,愿天下儿童皆眼明                        QQ：741351174,8544
283,住院医师,神经内科,广州,0,0,860,0,0,0,0,0,,8578
284,副主任医师 副教授,急诊科,广州,1,0,"9,627",0,0,0,0,0,,8600
285,主治医师 讲师,骨科,天津,1,0,785,0,0,0,0,0,,8702
286,主治医师,骨科,北京,1,575,"44,122",0,58,1,1,2,,8842
287,主任医师 副教授,儿科,深圳,0,260,"7,592",3,36,0,0,0,欢迎进入我的个人网站！                        为了孩子，我们一起努力！,8852
288,主任医师 副教授,神经内科,南京,1,0,"2,751",0,0,2,0,1,,8904
289,主治医师 讲师,介入科,沈阳,1,200,"6,120",0,0,1,0,0,,8908
290,主治医师,心血管病科,潍坊,0,0,"1,338",0,0,0,0,0,,8933
291,主治医师 讲师,胆石病专科,上海,1,1790,"58,679",0,266,8,1,0,胆囊疾病个性治疗时代到来了                        随着现代微创技术的不断进步，我们对于胆囊疾病认识的不断深入，此类疾病手段越来多元化，如何正确选择胆囊疾病的治疗手段成为我们研究的热点，什么情况下选择保胆？什么时候选择切胆？什么时候仅仅需要药物治疗？我可以提供给你最新的研究策略,8952
292,主治医师,中西医结合皮肤科,天津,0,0,893,0,0,1,0,0,,8991
293,主任医师 副教授,眼科,武汉,1,1065,"61,987",5,122,12,6,1,,9035
294,副主任医师,儿科,天津,1,1155,"174,793",11,101,12,2,0,关注脑瘫患儿，托起明天的太阳！                        脑性瘫痪过去曾被认为是“不治之症”，由于康复医学的发展给脑性瘫痪患儿的治疗带来了希望。但脑性瘫痪的治疗不适一种方法、一朝一夕的短期治疗就能解决的问题，而是一个需要发出人力、物力及长时间的综合治疗过程。不仅需要医生与家长的配合，而且需要全社会...的支持。宣传、普及脑性瘫痪的防治知识显得格外重要。        脑性瘫痪的病因是多方面的，但新生儿窒息、早产与核黄疸在我国许多地区目前仍是脑性瘫痪的主要致病原因。作为一个儿科医生，多年,9045
295,主任医师,放疗科,长沙,1,11895,"987,757",31,900,12,7,45,假如生活欺骗了你．．．．．．                        假如生活欺骗了你，不要心焦，也不要烦恼，阴郁的日子里要心平气和，相信吧，那快乐的日子就会来到．心儿会在未来变得活跃，尽管现在那么无聊；一切都如云烟，一切都会过去；而那过去了的，却又使你感到美好．　　　...　　　　　　　　＜１８２５年，普希金，俄罗斯　＞　　　　　　　　　　　　　－－－与患友共勉－－－　　　　　　　　　　　　　　　　　朱苏雨                                        展开 >>,9087
296,主任医师 教授,消化内科,广州,1,920,"95,729",22,128,8,2,3,中山大学附属第一医院炎症性肠病中心                        中山一院IBD中心是国内最早建立炎症性肠病专病诊治中心的单位之一，自2004年成立IBD专病门诊以来，目前长期随访患者超过2000人，2011年建立IBD电子数据库，成为国内最早具备电子病例资料库的IBD诊治中心。     1.病例丰富、...资料齐全：是目前国内规模最大的IBD诊治中心之一，而且具备完整的纸质版资料库、电子版数据库（涵盖流行病学、内镜学、影像学、药物、手术、随访等）、组织标本库（血清、肠镜活检、手术标本）。,9128
297,主治医师 讲师,皮肤科,南京,0,0,"2,061",0,0,1,0,0,,9186
298,副主任医师,心胸外科,沧州,1,0,"18,675",5,0,2,0,1,欢迎词                        尽我毕生精力在有限的医疗资源下为大家服务，让我服务的人尽量满意。先医德，后医人。电话：15903175171，13315777375.邮箱：baichuanming123@sohu.com,9212
299,副主任医师 讲师,屈光手术中心,温州,1,1316,"57,194",0,76,2,0,0,,9248
300,主治医师,肛肠外科,哈尔滨,1,200,"8,057",0,0,1,0,0,,9267
301,副主任医师,耳鼻咽喉科,南京,1,6255,"428,519",4,492,10,2,21,,9304
302,主治医师,胸外科,临夏,1,230,"53,011",3,7,0,0,1,,9316
303,副主任医师,牙周科,武汉,1,3075,"267,730",3,388,5,1,1,祝各位患友早日康复！                        祝各位患友早日康复！,9341
304,主任医师,中医儿科,青岛,1,400,"111,728",4,15,4,0,0,欢迎词                        内病外治，舒心一贴，回归自然。,9411
305,主治医师 讲师,正畸-正颌科,上海,1,90,"11,024",2,14,5,1,0,自信您的微笑是我光荣所在                        希望能帮助各位患者和爱美人士解决牙齿拥挤，龅牙，瘪嘴，兔唇，面部比例不调导致的各种问题，还您一个唇红齿白，自信微笑的自己,9516
306,主任医师 教授,心胸外科,上海,1,0,"14,311",0,0,1,0,1,,9518
307,副主任医师,肝胆外科,北京,1,0,"26,008",1,1,2,0,0,,9550
308,主任医师 教授,针灸科,长沙,1,230,"14,779",0,6,7,3,1,,9608
309,副主任医师,口腔正畸科,杭州,1,0,"8,047",0,0,1,0,0,,9622
310,副主任医师 副教授,康复科,武汉,1,200,"7,074",0,0,0,0,0,,9639
311,主治医师,ICU,镇江,0,0,"2,585",0,0,0,0,0,,9649
312,住院医师,普通外科,南京,1,1861,"62,218",1,123,45,10,9,医与仁                        愿以强烈的事业心与责任感为广大患者带来健康,9654
313,主治医师,口腔修复科,北京,1,0,"63,080",1,28,13,3,0,欢迎词                        上帝选择我做医生，我将尽我一生为大众解除病痛。不论你富有还是贫穷，我都会一视同仁，竭尽全力。,9659
314,住院医师,妇科,保定,0,230,"32,756",0,3,1,0,0,,9678
315,副主任医师 副教授,胃结直肠肛门外科,长春,1,165,"21,511",8,29,5,2,0,欢迎词                        一点一滴的沟通，一言一语的交流。让我们成为相互信赖的朋友，搭建友谊的桥梁，一起去战胜我们共同的敌人——疾病。,9682
316,主治医师,骨伤科,重庆,0,0,457,0,0,0,0,0,,9682
317,主治医师,胃肠外科,广州,1,250,"54,537",11,5,2,0,0,中山大学附属孙逸仙纪念医院                        中山大学附属第二医院（又名孙逸仙纪念医院）胃肠胰外科是普通外科的一部分，具有悠久的历史和传统。有博士导师1人，硕士导师2人，正副高职称3人，主治医师5人。在腹腔镜胃癌及结肠癌手术、低位直肠保肛手术、重症胰腺炎、痔疮、肛裂、肛瘘的治疗等方面为...省内先进水平。2001年成立华南疝外科治疗培训中心，是全国疝与腹壁外科学组副组长单位。我们的团队以专业的精神竭诚为您服务。,9750
318,主任医师,消化内科,福州,1,0,"19,154",0,0,1,0,0,,9765
319,住院医师,泌尿外科,重庆,0,2822,"146,520",0,258,7,0,2,,9777
320,主任医师 教授,神经外科,天津,1,0,"8,407",1,0,2,0,0,,9778
321,副主任医师,消化内科,北京,1,0,"9,384",0,0,3,0,1,肝胆疾病患者的福音                        欢迎您与我联系，希望我能帮助您解除痛苦。,9834
322,主任医师 教授,眼科,北京,1,660,"105,375",3,46,4,2,0,欢迎你                        我在这里为您解决青光眼的疑惑也欢迎咨询其它眼病！,9846
323,副主任医师,眼科,宜昌,1,280,"6,540",0,0,0,0,1,,9864
324,主治医师,医学影像科,武汉,0,0,"3,401",4,0,0,0,0,坚忍 执着 医生的良知                        坚忍 执着 医生的良知,9875
325,主任医师,妇产科,大庆,1,0,776,0,0,0,0,0,,9902
326,主治医师,妇科,菏泽,1,0,"10,768",0,0,0,0,0,,9903
